# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 14 23:02:54 HKT 2024 [seed=1720969373677]
# outbreak.seq_run_2.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	default.clock.rate	host.clock.rate	default.meanRate	host.meanRate	host.rates.human.pig	default.treeLikelihood	default.branchRates	host.branchRates	host.treeLikelihood	coalescent
10000	-29342.97203614986	-159.09923268276953	-29183.87280346709	0.6336848007800617	2023.6477359642474	12.837820195835613	10.518028439526763	6.540210938299706	0.817336009636478	0.32911265288827096	0.18725695286127778	0.20298650306345004	0.2806438911870012	0.0019156463970774573	1.0074111594853363	0.001915646397077459	1.0074111594853368	1.4319959192803071	-29119.90961019761	0.0	0.0	-63.963193269480804	-140.0453276264774
11000	-29184.247377682692	-164.16398125442765	-29020.083396428265	0.6354346493734585	2023.6459861156538	13.087405888625495	12.242470180309507	6.447730046393253	0.9469754167420503	0.330002395808222	0.18747133491011173	0.20795897491827733	0.274567294363389	0.0017147437297669339	1.200075407727176	0.0017147437297669328	1.200075407727175	0.32571766323007895	-28958.749424273923	0.0	0.0	-61.333972154341836	-143.33247501128628
12000	-28980.866546516154	-164.71697122048135	-28816.149575295673	0.6865555809184947	2023.5948651841088	13.150801216562769	14.68024656847684	8.054362856247218	0.933104565793964	0.33987210301014	0.18747133491011173	0.2002172553974408	0.27243930668230754	0.001449534423884055	1.2986926783421218	0.0014495344238840547	1.298692678342121	0.9963628683010581	-28759.626150532076	0.0	0.0	-56.52342476359711	-140.11108288963948
13000	-28844.041159180335	-168.63609099007442	-28675.40506819026	0.6952197886329078	2023.5862009763946	13.677265025602072	14.475589779714765	7.61277385913745	1.022088619095679	0.3337467422650852	0.19187795857371423	0.19870498272417053	0.27567031643703005	0.0013601301535311762	0.9307289635732936	0.0013601301535311765	0.930728963573294	0.2226964428026493	-28614.142989669832	0.0	0.0	-61.26207852042812	-149.8152255675257
14000	-28602.255586363513	-178.0094113637333	-28424.246174999782	0.9417781166135906	2023.339642648414	15.199789713205798	20.257651136825295	6.935364543905783	0.9598117313331227	0.33367771831865756	0.19153450015376758	0.20167174485257205	0.27311603667500284	0.0012504724445512496	0.6930489908664984	0.0012504724445512483	0.6930489908664987	0.08066448485969005	-28365.485862827205	0.0	0.0	-58.760312172576334	-162.18439819588184
15000	-28553.87536346635	-178.35246993832922	-28375.52289352802	0.8120930985435839	2023.4693276664839	15.389326704876721	14.791785159164625	6.304100982640889	0.9291416360241894	0.33061803862111033	0.1897242024715779	0.20167174485257205	0.2779860140547397	0.0011473849320019901	0.8081440405041871	0.0011473849320019895	0.8081440405041871	0.1597757162996628	-28316.637417382215	0.0	0.0	-58.88547614580621	-161.48191750445793
16000	-28535.67984570064	-175.36398365561234	-28360.315862045027	0.76957887877544	2023.511841886252	15.550200233598924	13.43641670818222	5.911769078181813	0.9291416360241894	0.33061803862111033	0.19063165318003408	0.20076429414411587	0.2779860140547397	0.0010814921178511866	0.5029913385116245	0.001081492117851187	0.5029913385116248	0.059985217619800066	-28291.351475989304	0.0	0.0	-68.96438605572425	-163.97472845476514
17000	-28481.701998424738	-183.70537656820025	-28297.99662185654	0.7414906841111701	2023.5399300809163	15.790946312360422	12.315919856346177	5.210249577048186	0.9428500798389607	0.33262438847932485	0.18605001117748454	0.20152611542559823	0.2797994849175924	0.0012857524151820548	0.7707541880111447	0.0012857524151820557	0.7707541880111447	0.052772670325147944	-28236.498879012885	0.0	0.0	-61.497742843655196	-168.4699329997525
18000	-28361.514167818215	-190.2852933130554	-28171.22887450516	0.7812370018653686	2023.500183763162	16.99724253902658	11.817460096901723	4.781468439281419	0.8522496053874038	0.33262438847932485	0.18811549411710052	0.19946063248598225	0.2797994849175924	9.272823546711737E-4	0.5709010981364624	9.272823546711733E-4	0.5709010981364626	0.9116763781695091	-28114.074134077615	0.0	0.0	-57.15474042754612	-177.54918804022816
19000	-28269.241544497494	-195.04742308421427	-28074.19412141328	0.8179067592581002	2023.4635140057694	17.70644892685053	10.687742439415027	4.057236908779685	0.764897645001045	0.33646609509407294	0.18604628424877173	0.20032091690100767	0.27716670375614766	9.156564150925372E-4	0.540409014798717	9.156564150925375E-4	0.540409014798717	0.42576000452170704	-28014.29007249382	0.0	0.0	-59.90404891945832	-183.85526823799842
20000	-28141.18568555382	-196.97786410996423	-27944.207821443855	0.8450685336853057	2023.4363522313422	17.858466868131924	14.429021978499065	5.23343830321561	0.8945457398877634	0.33746498320771623	0.1856360675278076	0.20032091690100767	0.2765780323634685	8.425558440061591E-4	0.6723054775517301	8.425558440061592E-4	0.6723054775517299	0.1566080166569586	-27886.86499626314	0.0	0.0	-57.34282518071623	-182.0456630733103
21000	-28087.55836605892	-200.02861935606882	-27887.52974670285	0.7773895951568235	2023.5040311698706	17.93409640731139	12.907607174972005	4.919506970629908	0.8342548775213816	0.33482588098531396	0.18564198325120485	0.20059570575084473	0.27893643001263646	8.630918318904929E-4	0.7147269028196127	8.630918318904935E-4	0.7147269028196124	0.7829014437979127	-27829.12637740278	0.0	0.0	-58.40336930007207	-184.06358958832797
22000	-27947.72403546214	-203.59019814803887	-27744.1338373141	0.7795931798712551	2023.5018275851562	17.729222204470577	18.992633496600536	5.434358855745054	0.6808777509647066	0.3316276612733945	0.18895560832448205	0.20393563104259	0.27548109935953347	7.994408967074789E-4	0.8813093381088132	7.994408967074785E-4	0.8813093381088133	1.015383490334665	-27691.558335010228	0.0	0.0	-52.57550230387459	-183.64438548953726
23000	-27931.84993512348	-199.16282893274504	-27732.687106190733	0.8331155329997199	2023.4483052320277	18.454597919613985	23.242079561109502	5.901775981883741	1.0848610047696228	0.3340956822392819	0.1852854794502399	0.20513773895094473	0.27548109935953347	8.137319950769367E-4	0.4280749886792113	8.137319950769368E-4	0.42807498867921095	1.501638892210664	-27673.557298052776	0.0	0.0	-59.129808137956196	-186.05531713045585
